"Text", "Query"
What is the genre of the Band whose home town is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_hometown <A> sep_dot var_x dbp_genre var_uri  sep_dot var_x rdf_type dbo_Band brack_close
Which sports are played at institues in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_city <A> sep_dot var_x dbo_sport var_uri  sep_dot var_x rdf_type dbo_EducationalInstitution brack_close
"Whose album is <A>, I am sorry?", SELECT DISTINCT var_uri WHERE brack_open <A>_I_Am_Sorry dbo_album var_uri brack_close 
Is <A> written in C++,ASK WHERE brack_open <A> dbp_programmingLanguage dbr_C++ brack_close
Whose band members are known to play a <A> guitar?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_notableInstruments <A> sep_dot var_uri dbp_currentMembers var_x  sep_dot brack_close
Which river's source place is <A> and mouth in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_sourcePlace <A> sep_dot var_uri dbo_riverMouth <A>  sep_dot var_uri rdf_type dbo_River brack_close
Name the commanders of military conflicts where <A> was one of the commander ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_commander <A>_(Wyandot) sep_dot var_x dbo_commander var_uri  sep_dot var_x rdf_type dbo_MilitaryConflict brack_close
What are some <A> kind of Books?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_literaryGenre <A> brack_close 
What are the nicknames of the schools whose color is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_colour <A> sep_dot var_x dbp_nickname var_uri  sep_dot var_x rdf_type dbo_School brack_close
"To what political party do the politicians graduated from Somerville college, Oxford belong to?","SELECT DISTINCT var_uri WHERE brack_open var_x dbo_almaMater dbr_Somerville_College,_Oxford sep_dot var_x dbo_party var_uri  sep_dot var_x rdf_type dbo_OfficeHolder brack_close"
What awards did <A> Rivera (playwright) win?, SELECT DISTINCT var_uri WHERE brack_open <A>é_Rivera_(playwright) dbp_awards var_uri brack_close 
Which political figures were awarded <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_award <A>  sep_dot brack_close
What are the things whose director of photography died in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_deathPlace <A> sep_dot var_uri dbp_cinematography var_x  sep_dot brack_close
What is the Home Stadium of the <A> national under-20 football team where Matin Suji was also born ?, SELECT DISTINCT var_uri WHERE brack_open <A>_national_under-20_football_team dbp_homeStadium var_uri sep_dot dbr_Martin_Suji dbo_birthPlace var_uri brack_close
Name a company with key person as <A> and <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_keyPeople <A> sep_dot var_uri dbo_keyPerson <A>  sep_dot var_uri rdf_type dbo_Company brack_close
Which branch of american military have both George Siebels jr and <A> served?,"SELECT DISTINCT var_uri WHERE brack_open dbr_George_G._Siebels,_Jr sep_dot dbp_branch var_uri sep_dot <A> dbp_branch var_uri sep_dot var_uri rdf_type dbo_MilitaryUnit brack_close"
What are some scientists who have <A> citizenship?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_citizenship <A>  sep_dot var_uri rdf_type dbo_Scientist brack_close
Name the regions served by Toll Global Express ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Toll_Global_Express dbo_regionServed var_uri brack_close 
What is the protected area whose nearest city is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_nearestCity <A>  sep_dot var_uri rdf_type dbo_ProtectedArea brack_close
Count the nearest city to the historic palce whose one of the nearest city is <A> ?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_nearestCity <A> sep_dot var_x dbp_nearestCity var_uri brack_close
Give me the total number of commander of the military conflicts whose commander is <A> (Wyandot)., SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_commander <A>_(Wyandot) sep_dot var_x dbo_commander var_uri brack_close
How many places were ruled by <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_leaderName <A>  sep_dot var_uri rdf_type dbo_Place brack_close
List the interest of the scientists whose one of the field is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_fields <A> sep_dot var_x dbp_fields var_uri  sep_dot var_x rdf_type dbo_Scientist brack_close
Who was the narrator of the show who's music is composed by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_composer <A> sep_dot var_x dbp_narrated var_uri  sep_dot var_x rdf_type dbo_TelevisionShow brack_close
"Which parent comapny of <A> is the label of the Producers , a 2005 film ?", SELECT DISTINCT var_uri WHERE brack_open <A> dbp_parent var_uri sep_dot dbr_The_Producers_(2005_film) dbp_label var_uri brack_close
Which college of <A> is the alma mater of K sep_dot Terry Dornbush, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_college var_uri sep_dot dbr_K._Terry_Dornbush dbp_almaMater var_uri brack_close
Who is the fictional character who portrayed in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_portrayer <A>  sep_dot var_uri rdf_type dbo_FictionalCharacter brack_close
Which team of Dan Shamash is also the debutant team of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_debutTeam var_uri sep_dot dbr_Dan_Shamash dbo_team var_uri brack_close
Where do employees of Deroit <A> live?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_employer <A> sep_dot var_x dbo_residence var_uri  sep_dot brack_close
What are some countries where companies headquartered in the <A> Valley operate?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_headquarters <A> sep_dot var_x dbp_country var_uri  sep_dot var_x rdf_type dbo_Company brack_close
Did <B> Mas originate in <A>?,ASK WHERE brack_open <B>é_mas dbo_stylisticOrigin <A> brack_close
Name the river whose mouth country is <A> and source region is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_mouthCountry <A> sep_dot var_uri dbp_sourceRegion <A>  sep_dot var_uri rdf_type dbo_River brack_close
Give me a count of bacterias which belongs to <A> class?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbo_class <A>  sep_dot var_uri rdf_type dbo_Bacteria brack_close
How many producers have worked for <A> productions?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_company <A> sep_dot var_x dbo_producer var_uri  sep_dot brack_close
Who is on the board of <A> and company?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_board <A>_&_Company  sep_dot brack_close
Which animator of <A> is also the director of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_animator var_uri sep_dot <B> dbo_director var_uri brack_close
Name the university whose athletic department is called <A> and has a chancellor named Nicholas S sep_dot Zeppos?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_athletics <A> sep_dot var_uri dbp_chancellor dbr_Nicholas_S._Zeppos  sep_dot var_uri rdf_type dbo_University brack_close
Name the common managing club of the <A> and Bret Simon?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_managerClub var_uri sep_dot dbr_Bret_Simon dbo_managerClub var_uri sep_dot brack_close
How many shows are made by <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbo_creator <A>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
<A> is a part of the building in which city?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_part <A> sep_dot var_x dbp_district var_uri  sep_dot var_x rdf_type dbo_Building brack_close
How many architects are there who have made something used by <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_tenant <A> sep_dot var_x dbp_architect var_uri  sep_dot brack_close
In which company's boards does the founder of <A> sit?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_foundedBy var_x sep_dot var_x dbo_board var_uri  sep_dot brack_close
"What genre isPyChess from, which employes <A>?", SELECT DISTINCT var_uri WHERE brack_open <A> dbo_occupation var_uri sep_dot dbr_PyChess dbp_genre var_uri brack_close
Where is <A> located ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_locationCountry var_uri brack_close 
Which are the cities on the river which also flows in <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_city <A> sep_dot var_x dbo_city var_uri  sep_dot var_x rdf_type dbo_River brack_close
Which award is presented by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_presenter <A>  sep_dot var_uri rdf_type dbo_Award brack_close
Who appointed <A> and <A> to their office?,SELECT DISTINCT var_uri WHERE brack_open <A>_(Georgia) dbo_appointer var_uri sep_dot <A> dbo_appointer var_uri sep_dot brack_close
Who are the biological parents of <A> Birkhead?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_parent var_uri brack_close 
List the awards won by the spouse of <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_partner var_x sep_dot var_x dbp_awards var_uri  sep_dot brack_close
Who was engaged in wars of Fort Gadsden and <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_battle dbr_Fort_Gadsden sep_dot var_uri dbo_battle <A> sep_dot brack_close
Where are <A> and <A> used?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_currency <A> sep_dot var_uri dbo_currency <A> sep_dot brack_close
Which company owns the airlines whose hub is in Dubai?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_hubs dbr_Detroit sep_dot var_x dbp_parent var_uri  sep_dot var_x rdf_type dbo_Airline brack_close
Which appointer of <A> is the successor of Levi Lincoln Sr ?," SELECT DISTINCT var_uri WHERE brack_open dbr_Levi_Lincoln,_Sr sep_dot dbp_successor var_uri sep_dot <A> dbp_appointer var_uri brack_close"
Which company's division is <A> India? Correct Question, SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_divisions <A>_India brack_close 
"What was the book that lead to Sagan's <A>, about?",SELECT DISTINCT var_uri WHERE brack_open var_x dbo_subsequentWork <A>_(Carl_Sagan_book) sep_dot var_x dbp_subject var_uri  sep_dot var_x rdf_type dbo_Book brack_close
What is the nationality of the chancellor who was served by <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_deputy var_x sep_dot var_x dbo_nationality var_uri  sep_dot var_x rdf_type dbo_Chancellor brack_close
What is the official residence of the Helen Getachew which is also the place of death of the <A> Gugsa ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Helen_Getachew dbo_residence var_uri sep_dot <A>_Gugsa dbp_placeOfDeath var_uri brack_close
Who built the <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_manufacturer var_uri brack_close 
Does <A> play the saxophone?,ASK WHERE brack_open <A> dbp_instrument dbr_Saxophone brack_close
Is <A> in the National Archaeological Museum of Florence?,ASK WHERE brack_open <A> dbp_museum dbr_National_Archaeological_Museum_(Florence) brack_close
What is the region of <A>  ?, SELECT DISTINCT var_uri WHERE brack_open <A>_100 dbp_region var_uri brack_close 
"Where did the president study, who's the president of Besiktas JK?",SELECT DISTINCT var_uri WHERE brack_open dbr_Beşiktaş_JK_(wheelchair_basketball) dbo_president var_x sep_dot var_x dbp_almaMater var_uri  sep_dot brack_close
Elizabeth Alexander and <A> served under which Vice President?,SELECT DISTINCT var_uri WHERE brack_open dbr_Elizabeth_Alexander_(press_secretary) dbo_vicePresident var_uri sep_dot <A> dbo_vicePresident var_uri sep_dot brack_close
How many awards have royal designers for industry awardwinners got?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_awards dbr_Royal_Designers_for_Industry sep_dot var_x dbo_award var_uri  sep_dot var_uri rdf_type dbo_Award brack_close
Where is the team of <A> located ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_team var_x sep_dot var_x dbo_location var_uri  sep_dot brack_close
For which other teams do members of <A> national football team play?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_nationalteam <A>_national_football_team sep_dot var_x dbo_team var_uri  sep_dot brack_close
What is the governing body of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_governingBody var_uri brack_close 
Did <A> make Early in the Morning and Late at Night?,ASK WHERE brack_open dbr_Early_in_the_Morning_and_Late_at_Night dbo_musicalArtist <A> brack_close
What are some cartoons distributed by a subsidiary of <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_parentCompany <A> sep_dot var_uri dbp_distributor var_x  sep_dot var_uri rdf_type dbo_Cartoon brack_close
Whose famous works have been illustrated by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_illustrator <A> sep_dot var_uri dbo_notableWork var_x  sep_dot brack_close
Who was once married to both <A> and Rosie Huntington-Whiteley?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_partner var_uri sep_dot dbr_Rosie_Huntington-Whiteley dbo_partner var_uri sep_dot brack_close
Which <A>  show is presented by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_presenter <A> sep_dot var_uri dbp_channel <A>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Where did <A> and <B> spend the most important time of their political career?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_order var_uri sep_dot <A> dbp_order var_uri sep_dot brack_close
How many TV show has distributor located in <A> ?,"SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_locationCity <A> sep_dot var_uri dbp_distributor var_x  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close"
List the ceremonial county of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_ceremonialCounty var_uri brack_close 
Which television show's theme music composer is <A> and subsequent work is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_themeMusicComposer <A> sep_dot var_uri dbo_subsequentWork <A>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
List the common sports between Fr sep_dot Agnel Multipurpose School  and <A>, SELECT DISTINCT var_uri WHERE brack_open dbr_Fr._Agnel_Multipurpose_School_and_Junior_College dbo_sport var_uri sep_dot <A> dbo_athletics var_uri brack_close
"Which award that has been given to <B>, had used <A> for some service?", SELECT DISTINCT var_uri WHERE brack_open <A> dbo_service var_uri sep_dot <B> dbo_award var_uri brack_close
What is the drafted team of the people expected to join <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_prospectTeam <A> sep_dot var_x dbp_draftTeam var_uri  sep_dot var_x rdf_type dbo_Person brack_close
Which office holder's predecessor is  Lucius Cornelius and his associate is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_predecessor dbr_Lucius_Cornelius_Lentulus_Crus sep_dot var_uri dbo_associate <A>  sep_dot var_uri rdf_type dbo_OfficeHolder brack_close
How many people have parterned with the person choroegraphed by <A> in the past?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_formerChoreographer <A> sep_dot var_x dbo_formerPartner var_uri  sep_dot var_uri rdf_type dbo_Person brack_close
List everything governed by the <A> of US?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_leaderName <A> sep_dot var_uri dbo_location var_x  sep_dot brack_close
Name the current club of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_currentclub var_uri brack_close 
The pope whose shrine is in St Peter's Basilica was venerated in which sects?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_majorShrine dbr_St._Peter's_Basilica sep_dot var_x dbp_veneratedIn var_uri  sep_dot var_x rdf_type dbo_Pope brack_close
Who is the father of <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_child <A>  sep_dot brack_close
Which home stadium of 2011-12 FC Spartak Moscow season is also the location of birth of the Svetlana Gounkina ?, SELECT DISTINCT var_uri WHERE brack_open dbr_2011–12_FC_Spartak_Moscow_season dbo_homeStadium var_uri sep_dot dbr_Svetlana_Gounkina dbo_birthPlace var_uri brack_close
